,Mar 2007,Mar 2008,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,133,121,473,416,335,239,244,306,213,187,236,313,431
Expenses +,104,100,398,349,278,168,198,238,174,173,192,269,406
Operating Profit,30,21,75,67,57,71,45,68,39,14,44,44,25
OPM %,22%,17%,16%,16%,17%,30%,19%,22%,18%,7%,19%,14%,6%
Other Income +,5,12,9,4,17,17,12,24,17,35,13,22,16
Interest,5,6,25,16,24,35,22,19,20,25,26,36,35
Depreciation,3,5,10,8,9,10,11,12,10,9,8,8,9
Profit before tax,27,23,49,47,40,43,25,61,26,15,22,22,-3
Tax %,11%,21%,25%,31%,29%,32%,35%,28%,41%,0%,61%,11%,
Net Profit,24,18,37,33,28,29,13,39,16,15,9,26,1
EPS in Rs,2.47,1.90,3.82,3.39,2.94,3.03,1.36,4.06,1.64,1.58,0.92,2.75,0.08
