,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,60,50,54,60,51,57,84,87,105,96,98,100,122
Expenses +,58,46,52,56,48,52,80,83,94,88,86,94,111
Operating Profit,2,3,2,4,3,5,4,3,11,9,11,6,11
OPM %,3%,7%,4%,7%,6%,9%,5%,4%,11%,9%,12%,6%,9%
Other Income +,3,2,2,1,2,0,3,3,2,0,1,2,3
Interest,3,2,1,1,0,0,0,0,0,0,1,0,1
Depreciation,1,1,1,1,1,1,1,1,2,2,3,3,3
Profit before tax,1,3,2,3,3,4,6,5,11,6,8,5,9
Tax %,81%,29%,21%,46%,44%,30%,41%,37%,23%,28%,35%,39%,
Net Profit,10,3,-4,4,4,4,4,3,6,3,5,3,7
EPS in Rs,5.86,1.58,-2.43,2.23,2.03,2.25,2.03,1.77,3.66,1.72,3.00,2.19,4.17
