,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,3,4,15,35,49,51,53,35,34,22,52,34,41
Expenses +,3,5,12,16,19,14,16,29,49,29,44,41,52
Operating Profit,0,-1,2,19,29,37,36,5,-14,-7,9,-7,-12
OPM %,4%,-26%,17%,54%,60%,73%,69%,16%,-42%,-34%,17%,-21%,-28%
Other Income +,0,1,1,1,1,5,5,2,1,1,2,2,2
Interest,0,0,0,0,0,0,0,0,0,1,1,1,1
Depreciation,0,0,0,0,1,1,2,4,4,4,5,5,5
Profit before tax,-0,-1,3,20,30,41,39,3,-17,-10,6,-11,-16
Tax %,-4%,-1%,8%,19%,22%,24%,12%,95%,1%,2%,-22%,16%,
Net Profit,-0,-1,3,16,22,31,35,0,-17,-10,7,-9,-13
EPS in Rs,-0.21,-0.87,1.82,11.22,15.84,21.67,24.19,0.19,-11.83,-7.07,4.55,-6.62,-8.91
