,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,73,73,73,73,73,73,73,73,73,73,73,150,150
Reserves,526,478,358,144,171,-191,-478,-719,-943,"-1,188","-1,531","1,236","1,286"
Borrowings +,"1,106","1,249","1,375","1,610","1,734","2,116","2,203","2,215","2,197","2,138","2,096",209,215
Other Liabilities +,983,"1,088","1,016",920,782,487,644,864,"1,115","1,376","1,670",359,377
Total Liabilities,"2,688","2,888","2,823","2,747","2,759","2,486","2,443","2,433","2,443","2,399","2,308","1,955","2,029"
Fixed Assets +,"1,192","1,219","1,437","1,406","1,655","1,601","1,269","1,224","1,442","1,423","1,364","1,126","1,046"
CWIP,248,357,99,91,97,94,17,2,91,94,42,4,9
Investments,-0,-0,0,0,0,-0,0,0,-0,-0,-0,-0,-0
Other Assets +,"1,247","1,312","1,287","1,249","1,007",790,"1,157","1,207",909,882,901,825,973
Total Assets,"2,688","2,888","2,823","2,747","2,759","2,486","2,443","2,433","2,443","2,399","2,308","1,955","2,029"
