,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,19,20,20,20,20,23,23,23,23,23,24,24,24
Reserves,546,644,656,642,669,930,944,832,793,743,812,818,859
Borrowings +,134,148,128,128,125,233,372,624,896,730,847,920,341
Other Liabilities +,246,235,278,289,246,"1,493","1,356","1,210",975,775,780,903,810
Total Liabilities,945,"1,047","1,082","1,080","1,060","2,678","2,695","2,689","2,687","2,272","2,462","2,664","2,033"
Fixed Assets +,236,254,272,323,416,977,933,958,935,872,871,966,688
CWIP,16,16,26,11,27,13,15,27,36,0,41,61,5
Investments,3,33,33,33,1,21,82,83,87,29,31,30,30
Other Assets +,690,743,751,712,616,"1,666","1,665","1,621","1,630","1,371","1,518","1,607","1,310"
Total Assets,945,"1,047","1,082","1,080","1,060","2,678","2,695","2,689","2,687","2,272","2,462","2,664","2,033"
