,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,11,11,11,11,11,11,11,11,11,11,11,11,11
Reserves,171,190,218,240,220,229,271,270,286,278,302,304,332
Borrowings +,98,109,50,87,99,107,140,209,220,265,270,190,126
Other Liabilities +,146,135,167,173,155,180,126,99,180,121,59,73,62
Total Liabilities,427,446,447,511,486,527,548,590,697,676,643,578,531
Fixed Assets +,131,123,118,108,108,105,108,100,99,92,91,92,90
CWIP,2,2,2,8,2,1,1,0,0,2,3,1,5
Investments,24,35,33,40,46,47,147,188,148,141,178,180,174
Other Assets +,269,286,294,356,330,375,292,301,450,441,371,304,262
Total Assets,427,446,447,511,486,527,548,590,697,676,643,578,531
