,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,685,771,771,897,962,907,951,959,433,186,47,70,73
Expenses +,586,737,706,816,906,842,907,946,451,216,51,66,70
Operating Profit,99,34,65,81,55,65,44,13,-19,-30,-4,4,3
OPM %,14%,4%,8%,9%,6%,7%,5%,1%,-4%,-16%,-8%,5%,4%
Other Income +,5,26,7,21,9,8,16,9,49,27,4,42,28
Interest,21,28,22,24,33,34,30,26,13,11,9,6,3
Depreciation,20,19,19,23,41,36,36,36,17,13,9,8,8
Profit before tax,62,13,31,56,-10,2,-7,-40,-0,-27,-17,32,20
Tax %,33%,22%,50%,35%,7%,-69%,-2%,0%,0%,-7%,-2%,6%,
Net Profit,41,10,16,36,-9,3,-7,-40,-0,-29,-18,30,17
EPS in Rs,21.58,4.48,10.24,21.67,-2.49,1.78,-3.81,-21.52,-0.14,-15.67,-9.54,16.13,9.27
