,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,598,603,669,738,747,684,679,709,790,726,665,993,"1,056"
Expenses +,513,625,592,656,725,654,650,687,732,677,571,803,907
Operating Profit,85,-22,77,82,22,30,29,22,59,49,94,190,148
OPM %,14%,-4%,12%,11%,3%,4%,4%,3%,7%,7%,14%,19%,14%
Other Income +,3,5,11,12,17,-8,25,47,6,11,6,6,4
Interest,15,30,27,33,35,39,44,42,42,40,34,30,32
Depreciation,27,30,30,39,37,38,34,33,31,33,33,33,33
Profit before tax,46,-77,31,21,-32,-56,-24,-6,-8,-13,33,134,88
Tax %,26%,26%,40%,-48%,-1%,0%,0%,0%,0%,-28%,0%,21%,
Net Profit,35,-57,19,30,-33,-56,-24,-6,-8,-17,33,105,69
EPS in Rs,32.47,-50.77,15.60,25.37,-27.20,-46.27,-19.69,-4.81,-6.89,-13.77,27.46,87.85,57.70
