,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Sep 2021
Share Capital +,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59
Reserves,27.21,-8.01,-43.14,-116.99,-151.60,-186.84,-223.41,-242.47,-252.51,-225.54,-231.61,-221.52,-222.85
Borrowings +,97.76,143.40,356.66,351.61,168.55,59.92,48.95,47.40,0.00,0.00,2.00,2.00,2.33
Other Liabilities +,140.42,209.89,227.84,278.49,404.70,456.77,455.75,488.10,502.04,401.60,386.37,350.54,351.63
Total Liabilities,282.98,362.87,558.95,530.70,439.24,347.44,298.88,310.62,267.12,193.65,174.35,148.61,148.70
Fixed Assets +,26.60,25.04,26.97,26.09,25.06,19.71,18.93,18.07,15.78,15.15,8.38,7.93,7.38
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.00,0.00,0.00
Investments,6.29,6.29,6.29,6.29,6.29,6.29,6.29,12.12,11.72,11.38,2.26,1.19,1.70
Other Assets +,250.09,331.54,525.69,498.32,407.89,321.44,273.66,280.43,239.42,166.80,163.71,139.49,139.62
Total Assets,282.98,362.87,558.95,530.70,439.24,347.44,298.88,310.62,267.12,193.65,174.35,148.61,148.70
