,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,66,82,74,74,85,79,65,72,58,61,54,67,69
Expenses +,60,65,65,76,79,75,69,79,73,63,53,65,68
Operating Profit,6,17,10,-2,6,4,-4,-8,-16,-2,1,2,1
OPM %,9%,21%,13%,-2%,7%,5%,-6%,-11%,-28%,-3%,1%,2%,1%
Other Income +,5,6,3,14,3,30,24,-7,3,5,3,226,229
Interest,1,1,1,2,1,1,2,2,3,3,2,2,2
Depreciation,6,6,6,8,10,8,6,5,4,4,4,5,5
Profit before tax,3,16,5,3,-3,26,12,-23,-20,-4,-2,221,223
Tax %,18%,27%,49%,24%,14%,18%,26%,21%,-4%,-23%,-35%,14%,
Net Profit,3,12,3,3,-3,21,9,-18,-20,-5,-2,191,193
EPS in Rs,6.02,25.69,5.95,5.71,-6.28,39.68,19.05,-40.06,-45.13,-11.12,-3.87,321.37,324.46
