,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,186,213,241,273,272,255,236,262,274,238,226,292,306
Expenses +,172,219,229,254,252,234,220,253,255,219,199,267,291
Operating Profit,14,-6,12,19,20,21,16,10,19,19,27,25,15
OPM %,7%,-3%,5%,7%,7%,8%,7%,4%,7%,8%,12%,8%,5%
Other Income +,13,29,6,1,17,20,-16,2,1,4,2,2,13
Interest,19,22,22,17,12,9,11,9,8,6,4,3,4
Depreciation,12,13,13,11,19,15,8,9,9,9,8,8,8
Profit before tax,-5,-11,-17,-8,6,17,-19,-6,4,8,16,15,16
Tax %,9%,4%,-110%,0%,0%,0%,0%,-0%,0%,0%,-18%,28%,
Net Profit,-4,-10,-35,-9,11,17,-19,-6,4,8,19,11,11
EPS in Rs,-2.59,-7.15,-19.12,-4.98,6.21,9.31,-8.96,-2.46,1.59,3.29,7.24,4.15,4.30
