,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,139,161,186,177,187,222,218,357,545,521,442,581,724
Expenses +,135,142,170,160,184,209,209,320,507,461,312,394,502
Operating Profit,4,19,16,17,2,13,9,36,38,60,130,187,222
OPM %,3%,12%,9%,10%,1%,6%,4%,10%,7%,12%,29%,32%,31%
Other Income +,7,7,7,11,11,2,13,10,56,11,31,35,55
Interest,5,4,3,3,1,0,2,3,7,7,3,5,6
Depreciation,24,12,13,3,6,5,4,4,3,5,6,13,19
Profit before tax,-18,10,7,22,6,9,16,39,85,60,152,204,253
Tax %,22%,91%,-3%,23%,-5%,25%,46%,27%,36%,28%,25%,25%,
Net Profit,-14,1,7,17,6,7,9,28,54,44,113,153,188
EPS in Rs,-0.77,0.06,0.47,1.09,0.39,0.39,0.48,1.64,3.11,2.52,6.46,7.91,9.76
