,Mar 2007,Mar 2008,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,333,320,67,70,118,150,104,99,108,75,70,80,121
Expenses +,307,290,45,573,153,176,108,97,105,81,60,70,113
Operating Profit,26,31,22,-503,-34,-26,-4,2,3,-6,11,10,8
OPM %,8%,10%,33%,-724%,-29%,-17%,-4%,2%,2%,-7%,15%,12%,6%
Other Income +,10,13,5,975,36,23,2,0,1,-4,2,1,1
Interest,0,1,0,0,0,0,0,0,1,3,1,1,1
Depreciation,8,8,6,4,4,4,2,2,2,3,3,2,3
Profit before tax,27,36,21,468,-2,-6,-5,0,1,-15,9,7,6
Tax %,18%,28%,23%,22%,2%,66%,-103%,"1,373%",368%,3%,-13%,-40%,
Net Profit,22,26,16,367,-2,-2,-10,-3,-2,-14,10,10,7
EPS in Rs,7.44,9.71,5.30,122.17,-0.66,-0.67,-4.31,-1.43,-1.37,-10.51,7.80,10.42,7.34
