,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,78,78,78,78,23,23,23,23,23,23,23,23,23
Reserves,407,435,519,530,545,562,"1,231","1,269","1,349","1,380","1,540","1,688","1,768"
Borrowings +,179,229,296,385,368,315,312,171,149,147,138,189,189
Other Liabilities +,191,156,136,151,105,119,87,107,125,128,167,234,275
Total Liabilities,790,843,975,"1,089","1,042","1,020","1,653","1,570","1,646","1,679","1,868","2,133","2,255"
Fixed Assets +,539,524,555,562,649,648,"1,231","1,226","1,238","1,279","1,329","1,341","1,340"
CWIP,9,6,39,86,11,5,8,10,11,20,11,96,141
Investments,1,1,1,1,1,1,29,36,120,116,226,274,292
Other Assets +,241,313,380,441,381,366,386,298,277,264,302,423,483
Total Assets,790,843,975,"1,089","1,042","1,020","1,653","1,570","1,646","1,679","1,868","2,133","2,255"
