,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,33,37,51,52,59,41,24,21,35,19,1,1,1
Expenses +,32,33,46,46,54,40,25,32,31,17,3,4,4
Operating Profit,1,5,6,6,5,1,-1,-11,5,2,-2,-3,-3
OPM %,4%,13%,11%,11%,9%,2%,-5%,-55%,13%,12%,-304%,-297%,-286%
Other Income +,1,0,0,0,0,5,7,15,-0,0,-2,-7,-6
Interest,3,3,3,4,4,4,4,4,5,4,4,5,5
Depreciation,2,2,2,2,2,2,2,1,1,1,1,0,0
Profit before tax,-2,-0,0,0,-1,0,0,-2,-1,-3,-10,-15,-14
Tax %,-35%,-350%,14%,28%,-15%,0%,25%,-1%,-2%,-1%,0%,-11%,
Net Profit,-3,-0,0,0,-1,0,0,-2,-1,-3,-10,-16,-16
EPS in Rs,-0.49,-0.03,0.06,0.02,-0.16,0.01,0.03,-0.43,-0.23,-0.53,-1.66,-2.87,-2.71
