,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,384,392,458,314,21,"1,412",0,0,1,0,0,0,0
Expenses +,360,367,447,342,22,"1,188",5,0,1,1,0,0,0
Operating Profit,24,25,11,-28,-1,223,-5,-0,-0,-0,-0,-0,-0
OPM %,6%,6%,2%,-9%,-7%,16%,,,-10%,-308%,-24%,-167%,-488%
Other Income +,3,17,8,9,6,13,5,-0,2,0,0,638,164
Interest,0,14,49,94,60,750,1,0,4,4,5,5,5
Depreciation,2,2,2,3,5,169,0,0,0,0,0,0,0
Profit before tax,25,26,-31,-116,-61,-684,-0,-1,-2,-5,-5,632,158
Tax %,28%,35%,-9%,10%,-1%,43%,-400%,-7%,-26%,28%,9%,-0%,
Net Profit,18,17,-34,-105,-63,-355,-0,-2,-3,-3,-4,634,160
EPS in Rs,17.50,14.72,-10.30,-84.25,-29.90,-205.00,-0.04,-2.33,-2.83,-3.30,-4.33,615.25,155.25
