,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,0,0,48,63,53,144,156,58,37,44,18,49,197
Expenses +,-151,4,13,31,65,140,111,67,81,64,31,42,45
Operating Profit,152,-4,35,32,-11,3,45,-9,-44,-21,-14,7,152
OPM %,"89,188%",,73%,51%,-21%,2%,29%,-15%,-120%,-47%,-76%,15%,77%
Other Income +,-253,5,10,-4,3,53,2,0,-11,2,-4,-33,228
Interest,6,0,0,20,22,51,47,51,59,69,61,68,46
Depreciation,0,0,0,0,1,1,1,1,2,2,2,1,1
Profit before tax,-108,1,45,8,-31,5,-2,-60,-116,-91,-81,-95,334
Tax %,-2%,19%,20%,66%,-9%,93%,620%,-3%,-0%,-3%,0%,0%,
Net Profit,-110,1,36,3,-33,0,8,-62,-116,-93,-81,-95,315
EPS in Rs,-4.50,0.02,1.46,0.11,-1.04,0.01,0.34,-2.53,-4.75,-2.48,-2.30,-2.43,12.84
