,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,13.36,6.32,2.88,40.82,0.73,21.23,2.09,19.51,15.04,27.28,7.75,44.71,50.30
Expenses +,15.06,9.75,9.06,37.67,5.31,18.57,5.07,17.05,13.28,25.92,13.08,44.78,51.89
Operating Profit,-1.70,-3.43,-6.18,3.15,-4.58,2.66,-2.98,2.46,1.76,1.36,-5.33,-0.07,-1.59
OPM %,-12.72%,-54.27%,-214.58%,7.72%,-627.40%,12.53%,-142.58%,12.61%,11.70%,4.99%,-68.77%,-0.16%,-3.16%
Other Income +,1.37,1.36,1.37,1.87,0.53,1.08,2.38,0.47,0.48,0.69,0.92,0.27,0.35
Interest,0.92,1.19,1.00,0.50,0.37,0.78,0.63,0.66,0.60,0.54,0.37,0.23,0.17
Depreciation,0.28,0.31,0.34,0.33,0.68,0.22,0.20,0.18,0.21,0.27,0.27,0.26,0.29
Profit before tax,-1.53,-3.57,-6.15,4.19,-5.10,2.74,-1.43,2.09,1.43,1.24,-5.05,-0.29,-1.70
Tax %,15.69%,6.72%,2.60%,7.64%,3.53%,145.26%,1.40%,-21.53%,31.47%,-5.65%,3.96%,-13.79%,
Net Profit,-1.29,-3.33,-5.98,3.87,-4.91,-1.23,-1.41,2.54,0.98,1.30,-4.84,-0.34,-1.79
EPS in Rs,-0.89,-2.30,-4.13,2.68,-3.39,-0.79,-0.97,1.76,0.68,0.90,-3.35,-0.24,-1.24
