,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,176,188,195,210,266,400,360,361,366,386,424,472,487
Expenses +,167,174,179,190,240,359,313,308,299,321,337,376,400
Operating Profit,10,14,16,20,26,41,47,53,68,66,87,96,87
OPM %,5%,7%,8%,10%,10%,10%,13%,15%,18%,17%,21%,20%,18%
Other Income +,3,3,6,2,7,7,2,5,5,11,5,10,17
Interest,5,8,8,7,8,10,7,5,4,2,2,1,1
Depreciation,2,2,3,4,5,5,6,6,7,7,8,8,9
Profit before tax,6,7,11,12,20,33,37,46,62,67,84,96,93
Tax %,33%,30%,16%,16%,24%,28%,25%,25%,22%,23%,26%,28%,
Net Profit,4,5,10,10,15,24,28,35,49,51,62,69,67
EPS in Rs,2.56,3.14,5.92,6.53,9.20,14.52,14.06,17.31,24.36,25.72,31.12,34.63,33.62
