,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,234,273,348,451,492,625,679,685,895,911,985,"1,041","1,144"
Expenses +,220,258,325,407,456,563,612,623,810,833,893,975,"1,090"
Operating Profit,14,16,22,44,36,62,67,61,85,77,92,65,54
OPM %,6%,6%,6%,10%,7%,10%,10%,9%,9%,8%,9%,6%,5%
Other Income +,33,1,3,56,5,2,1,1,-4,5,3,3,4
Interest,0,0,0,1,1,1,1,1,1,2,3,3,3
Depreciation,1,1,1,1,1,1,1,1,1,2,3,7,7
Profit before tax,46,16,24,98,40,62,66,60,78,78,89,59,48
Tax %,9%,31%,34%,18%,39%,38%,41%,34%,38%,36%,30%,34%,
Net Profit,42,11,16,81,24,38,39,39,48,50,62,39,30
EPS in Rs,15.11,3.66,5.33,27.49,8.32,13.02,13.13,13.20,15.74,16.27,20.19,12.69,9.66
