,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,28,17,18,18,17,20,24,18,19,19,15,19,20
Expenses +,18,7,10,10,11,12,17,14,17,17,15,26,25
Operating Profit,9,10,8,8,6,8,7,5,2,2,-1,-7,-5
OPM %,34%,58%,44%,46%,33%,40%,27%,26%,13%,10%,-5%,-38%,-26%
Other Income +,6,15,13,14,6,12,11,10,11,11,17,-78,-78
Interest,0,0,0,0,0,1,1,2,2,3,3,2,2
Depreciation,3,3,3,3,2,2,3,3,3,3,3,3,3
Profit before tax,11,22,18,19,9,17,14,10,8,8,10,-91,-88
Tax %,29%,11%,11%,12%,26%,2%,11%,22%,37%,37%,24%,-0%,
Net Profit,44,47,44,16,10,23,21,10,27,-11,11,-86,-88
EPS in Rs,3.49,3.69,3.47,1.28,0.76,1.80,1.65,0.78,2.10,-0.86,0.87,-6.77,-6.90
