,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,103,131,146,167,189,198,224,244,261,272,240,307,407
Expenses +,94,120,133,158,177,184,212,233,239,248,223,286,388
Operating Profit,9,11,14,9,13,14,11,11,22,23,17,22,19
OPM %,9%,8%,9%,5%,7%,7%,5%,5%,9%,9%,7%,7%,5%
Other Income +,2,2,2,1,1,2,3,5,1,1,5,21,6
Interest,2,3,3,3,3,4,3,3,3,3,2,1,2
Depreciation,5,5,4,4,5,4,4,5,6,11,10,10,12
Profit before tax,4,5,8,3,5,8,7,8,15,10,10,32,11
Tax %,-13%,-24%,32%,97%,37%,61%,38%,11%,33%,35%,25%,26%,
Net Profit,5,7,5,0,3,3,4,7,10,6,7,24,7
EPS in Rs,3.75,4.83,3.87,0.06,2.00,2.14,2.70,4.32,6.41,3.89,4.49,10.75,3.38
