,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,TTM
Sales +,"2,130","2,400","2,766","3,013","3,636","3,111","2,947",324,182,16,0,4,32
Expenses +,"1,869","2,089","2,408","2,689","3,325","3,024","2,926","3,479",841,828,254,41,63
Operating Profit,261,310,359,324,311,87,21,"-3,154",-658,-812,-254,-36,-32
OPM %,12%,13%,13%,11%,9%,3%,1%,-973%,-361%,"-4,948%",,-826%,-100%
Other Income +,7,5,8,5,28,55,55,3,6,0,0,1,2
Interest,112,138,201,238,319,485,671,"1,021","1,106","1,501","1,495",0,0
Depreciation,18,21,25,36,40,53,54,29,27,16,10,7,5
Profit before tax,138,156,141,55,-20,-395,-649,"-4,201","-1,785","-2,329","-1,759",-42,-35
Tax %,39%,36%,31%,32%,52%,-0%,-9%,0%,0%,0%,0%,0%,
Net Profit,83,100,98,38,-9,-396,-704,"-4,201","-1,785","-2,329","-1,759",-42,-35
EPS in Rs,10.17,12.15,11.73,4.59,-1.14,-36.15,-64.31,-383.52,-162.91,-212.63,-160.57,-0.67,-0.55
