symbol,,,,
20MICRONS,,,,
ALCHEM,,,,
ALEMBICLTD,,,,
ALFALAVAL,,,,
ALICON,,,,
ALKALI,,,,
ALKEM,,,,
ALKYLAMINE,,,,
ALLCARGO,,,,
ALLSEC,,,,
ALMONDZ,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ALOKINDS,,,,
ALOKTEXT,,,,
ALPA,,,,
ALPHAGEO,,,,
ALPINEHOU,,,,
ALPSINDUS,,,,
AMAR,,,,
AMARAJABAT,,,,
AMARJOTHI,,,,
AMBER,,,,
AMBICAAGAR,,,,
AMBIKCO,,,,
AMBUJACEM,,,,
AMDIND,,,,
AMIORG,,,,
AMJLAND,,,,
AMLSTEEL,,,,
AMRUTANJAN,,,,
AMTEKAUTO,,,,
AMTL,SECTOR: POWER - GENERATION & DISTRIBUTION,,,
ANANDRATHI,Financial Services,Financial Services,Capital Markets,Financial Products Distributor
ANANTRAJ,,,,
ANDHRABANK,ANDHRA BANK,,,
ANDHRACEMT,,,,
ANDHRAPAP,,,,
ANDHRSUGAR,,,,
ANDREWYU,,,,
ANGELONE,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ANGIND,,,,
ANIKINDS,,,,
ANKITMETAL,,,,
ANKURDRUGS,,,,
ANMOL,,,,
ANSALAPI,,,,
ANSALHSG,,,,
ANTGRAPHIC,,,,
ANUP,,,,
ANURAS,,,,
APARINDS,,,,
APCL,,,,
APCOTEXIND,,,,
APEX,,,,
APLAB,,,,
APLAPOLLO,,,,
APLLTD,,,,
APOLLO,,,,
APOLLOHOSP,,,,
APOLLOPIPE,,,,
APOLLOTYRE,,,,
APOLSINHOT,,,,
APTECHT,,,,
APTUS,Financial ServicesFinancial ServicesFinanceHousing Finance Company,,,
AQUA,,,,
ARCHIDPLY,,,,
ARCHIES,,,,
ARCOTECH,,,,
ARENTERP,,,,
ARIES,,,,
ARIHANT,,,,
ARIHANTCAP,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ARIHANTSUP,,,,
ARL,,,,
ARMANFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
AROGRANITE,,,,
ARROWGREEN,,,,
ARROWTEX,,,,
ARSHIYA,,,,
ARSSINFRA,,,,
ARTEMISMED,,,,
ARTNIRMAN,,,,
ARVEE,,,,
ARVIND,,,,
ARVINDF-RE,RE,,,
ARVINDFASN,,,,
ARVINDREM,,,,
ARVSMART,,,,
ASAHIINDIA,,,,
ASAHISONG,,,,
ASAL,,,,
ASALCBR,,,,
ASHAPURMIN,,,,
ASHCONIUL,,,,
ASHIANA,,,,
ASHIMASYN,,,,
ASHOKA,,,,
ASHOKLEY,,,,
ASIAN-RE,RE,,,
ASIAN-RE1,RE,,,
ASIANELEC,,,,
ASIANENE,,,,
ASIANHOTNR,,,,
ASIANPAINT,,,,
ASIANTILES,,,,
ASIL,,,,
ASPINWALL,,,,
ASSAMCO,,,,
ASTEC,,,,
ASTERDM,,,,
ASTRAL,,,,
ASTRAMICRO,,,,
ASTRAZEN,,,,
ASTRON,,,,
ATFL,,,,
ATGL,,,,
ATLANTA,,,,
ATLASCYCLE,,,,
ATNINTER,Sector: Finance - Investment,,,
ATUL,,,,
ATULAUTO,,,,
AUBANK,Financial Services,Financial Services,Banks,Other Bank
AURIONPRO,,,,
AUROPHARMA,,,,
AURUM,,,,
AURUM-RE,RE,,,
AUSOMENT,,,,
AUSTRAL,,,,
AUTOAXLES,,,,
AUTOBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AUTOIND,,,,
AUTOLITIND,,,,
AVADHSUGAR,,,,
AVANTI,,,,
AVANTIFEED,,,,
AVROIND,,,,
AVTNPL,,,,
AWHCL,Utilities,Utilities,Other Utilities,Waste Management
AWL,,,,
AXISBANK,Financial ServicesFinancial ServicesBanksPrivate Sector Bank,,,
AXISBNKETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AXISBPSETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AXISCADES,,,,
AXISCETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AXISGOLD,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AXISHCETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AXISNIFTY,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AXISTECETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
AXITA,,,,
AYMSYNTEX,,,,
BAFNAPH,,,,
BAFNAPHARM,,,,
BAGFILMS,,,,
BAJAJ-AUTO,,,,
BAJAJCON,,,,
BAJAJELEC,,,,
BAJAJFINSV,NBFC,,,
BAJAJHCARE,,,,
BAJAJHIND,,,,
BAJAJHLDNG,,,,
BAJFINANCE,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BALAJITELE,,,,
BALAMINES,,,,
BALAXI,,,,
BALKRISHNA,,,,
BALKRISIND,,,,
BALLARPUR,,,,
BALMLAWRIE,,,,
BALPHARMA,,,,
BALRAMCHIN,,,,
BANARBEADS,,,,
BANARISUG,,,,
BANCOINDIA,,,,
BANDHANBNK,Financial Services,Financial Services,Banks,Private Sector Bank
BANG,,,,
BANKA,,,,
BANKBARODA,Financial ServicesFinancial ServicesBanksPublic Sector Bank,,,
BANKBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
BANKINDIA,Financial Services,Financial Services,Banks,Public Sector Bank
BANSWRAS,,,,
BARBEQUE,,,,
BARTRONICS,,,,
BASF,,,,
BASML,,,,
BASML-RE,RE,,,
BATAINDIA,,,,
BATLIBOI,,,,
BAYERCROP,,,,
BBETF0432,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2032 - GROWTH,,,
BBL,,,,
BBOX,,,,
BBTC,,,,
BCG,,,,
BCIL-RE,RE,,,
BCLIND,,,,
BCONCEPTS,,,,
BCP,,,,
BDL,,,,
BEARD-RE,RE,,,
BEARDSELL,,,,
BECREL,,,,
BECTORFOOD,,,,
BEDMUTHA,,,,
BEL,,,,
BELLCERATL,,,,
BEML,,,,
BEPL,,,,
BERGEPAINT,,,,
BESTAGRO,,,,
BFINVEST,,,,
BFUTILITIE,,,,
BGEAR-RE,RE,,,
BGLOBAL,,,,
BGRENERGY,,,,
BHAGCHEM,,,,
BHAGERIA,,,,
BHAGYANGR,,,,
BHAGYAPROP,,,,
BHAGYNAGAR,,,,
BHANDARI,,,,
BHARATFIN,banking & finance company (NBFC),,,
BHARATFORG,,,,
BHARATGEAR,,,,
BHARATIDIL,,,,
BHARATRAS,,,,
BHARATWIRE,,,,
BHARTIARTL,,,,
BHEL,,,,
BIGBLOC,,,,
BIL,,,,
BILENERGY,,,,
BILPOWER,,,,
BIMETAL,,,,
BINANICEM,,,,
BINANIIND,,,,
BINDALAGRO,,,,
BIOCON,,,,
BIOFILCHEM,,,,
BIRLACABLE,,,,
BIRLACORPN,,,,
BIRLACOT,,,,
BIRLAMONEY,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
BIRLAPOWER,,,,
BIRLATYRE,,,,
BKMINDST,,,,
BLBLIMITED,,,,
BLISSGVS,,,,
BLKASHYAP,,,,
BLS,,,,
BLUEBLENDS,,,,
BLUECHIP,Financial Services - Misc,,,
BLUECOAST,,,,
BLUEDART,,,,
BLUESTARCO,,,,
BLUESTINFO,,,,
BODALCHEM,,,,
BODHTREE,,,,
BOMDYEING,,,,
BOROLTD,,,,
BORORENEW,,,,
BOSCHLTD,,,,
BPCL,,,,
BPL,,,,
BRANDHOUSE,,,,
BRFL,,,,
BRIGADE,,,,
BRITANNIA,,,,
BRNL,,,,
BROADCAST,,,,
BROOKS,,,,
BSE,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
BSELINFRA,,,,
BSHSL,,,,
BSL,,,,
BSLGOLDETF,ADITYA BIRLA SUN LIFE GOLD ETF - GROWTH,,,
BSLIMITED,,,,
BSLNIFTY,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
BSLSENETFG,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
BSOFT,,,,
BURNPUR,,,,
BUTTERFLY,,,,
BVCL,,,,
BYKE,,,,
CAIRN,,,,
CALSOFT,,,,
CAMLINFINE,,,,
CAMPUS,,,,
CAMS,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries
CANBK,Financial Services,Financial Services,Banks,Public Sector Bank
CANDC,,,,
CANFINHOME,Financial Services,Financial Services,Finance,Housing Finance Company
CANTABIL,,,,
CAPACITE,,,,
CAPF,Non-bank financial institution company,,,
CAPLIPOINT,,,,
CAPTRUST,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CARBORUNIV,,,,
CAREERP,,,,
CARERATING,,,,
CAROLINFO,,,,
CARTRADE,,,,
CASTEXTECH,,,,
CASTROL,,,,
CASTROLIND,,,,
CCCL,,,,
CCHHL,,,,
CCL,,,,
CDSL,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries
CEATLTD,,,,
CELEBRITY,,,,
CELESTIAL,,,,
CENTENKA,,,,
CENTEXT,,,,
CENTRALBK,Financial Services,Financial Services,Banks,Public Sector Bank
CENTRUM,Financial Services,Financial Services,Finance,Other Financial Services
CENTUM,,,,
CENTURYPLY,,,,
CENTURYTEX,,,,
CERA,,,,
CEREBRAINT,,,,
CESC,UtilitiesPowerPowerElectric Utilities,,,
CGCL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CGPOWER,,,,
CHALET,,,,
CHAMBLFERT,,,,
CHEMBOND,,,,
CHEMCON,,,,
CHEMFAB,,,,
CHEMFALKAL,,,,
CHEMPLAST,,,,
CHEMPLASTS,,,,
CHENNPETRO,,,,
CHESLINTEX,,,,
CHETTINAD,,,,
CHEVIOT,,,,
CHOICEIN,,,,
CHOLAFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CHOLAHLDNG,,,,
CHROMATIC,,,,
CIGNITITEC,,,,
CILNOVA,,,,
CIMMCO,,,,
CINELINE,,,,
CINEMAX,,,,
CINEMAXIN,,,,
CINEVISTA,,,,
CIPLA,,,,
CKFSL,non-banking financial service activities,,,
CLASSIC,,,,
CLEAN,,,,
CLEDUCATE,,,,
CLNINDIA,,,,
CLSEL,,,,
CLUTCHAUTO,,,,
CMAHENDRA,,,,
CMC,,,,
CMICABLES,,,,
CMSINFO,,,,
CNOVAPETRO,,,,
COALINDIA,,,,
COASTCORP,,,,
COCHINSHIP,,,,
COFFEEDAY,,,,
COFORGE,,,,
COLPAL,,,,
COMPINFO,,,,
COMPUAGE,,,,
COMPUSOFT,,,,
CONCOR,,,,
CONFIPET,,,,
CONSOFINVT,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CONSUMBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
CONTROLPR,,,,
CORAL-HUB,,,,
CORALFINAC,,,,
CORALHUB,,,,
CORDSCABLE,,,,
COREEDUTEC,,,,
COROENGG,,,,
COROMANDEL,,,,
CORPBANK,CORPORATION BANK,,,
COSMOFILMS,,,,
COUNCODOS,,,,
COX&KINGS,,,,
CPSEETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
CRAFTSMAN,,,,
CREATIVE,,,,
CREATIVEYE,,,,
CREDITACC,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CREST,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CRESTANI,,,,
CREWBOS,,,,
CRISIL,,,,
CRMFGETF,CANARA ROBECO MUTUAL FUND - CANARA ROBECO - GOLD ETF,,,
CROMPTON,,,,
CROWN,,,,
CSBBANK,Financial Services,Financial Services,Banks,Private Sector Bank
CTE,,,,
CUB,Financial Services,Financial Services,Banks,Private Sector Bank
CUBEXTUB,,,,
CUMMINSIND,,,,
CUPID,,,,
CURATECH,,,,
CYBERMEDIA,,,,
CYBERTECH,,,,
CYIENT,,,,
DAAWAT,,,,
DABUR,,,,
DALBHARAT,,,,
DALMIABHA,,,,
DALMIAREF,,,,
DALMIASUG,,,,
DAMODARIND,,,,
DANGEE,,,,
DATAMATICS,,,,
DATAPATTNS,,,,
DBCORP,,,,
DBL,,,,
DBREALTY,,,,
DBSTOCKBRO,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
DCAL,,,,
DCBBANK,Financial Services,Financial Services,Banks,Private Sector Bank
DCHL,,,,
DCM,,,,
DCMFINSERV,NBFC,,,
DCMNVL,,,,
DCMSHRIRAM,,,,
DCMSRIND,,,,
DCW,,,,
DECCANCE,,,,
DECOLIGHT,,,,
DEEPAK-RE,RE,,,
DEEPAKFERT,,,,
DEEPAKNTR,,,,
DEEPENR,,,,
DEEPINDS,,,,
DELHIVERY,,,,
DELPHIFX,offers money changing services,,,
DELTACORP,,,,
DELTAMAGNT,,,,
DEN,,,,
DENABANK,DENA BANK,,,
DENORA,,,,
DENSO,,,,
DEVIT,,,,
DEVYANI,,,,
DFMFOODS,,,,
DGCONTENT,,,,
DHAMPURSUG,,,,
DHANBANK,Financial Services,Financial Services,Banks,Private Sector Bank
DHANI,,,,
DHANUKA,,,,
DHANUS,,,,
DHANVARSHA,NBFC ,,,
DHARAMSI,,,,
DHARSUGAR,,,,
DHFL,non-deposit taking housing finance company,,,
DHRUV,,,,
DHUNINV,,,,
DIAMONDYD,,,,
DIAPOWER,,,,
DICIND,,,,
DIGISPICE,,,,
DIGJAM,,,,
DIGJAMLMTD,,,,
DIGJAMLTD,,,,
DIL,,,,
DISHMAN,,,,
DISHTV,,,,
DIVISLAB,,,,
DIVOPPBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
DIXON,,,,
DLF,,,,
DLINKINDIA,,,,
DMART,,,,
DNAMEDIA,,,,
DODLA,,,,
DOLATALGO,,,,
DOLLAR,,,,
DOLPHINOFF,,,,
DONEAR,,,,
DPABHUSHAN,,,,
DPSCLTD,Utilities,Power,Power,Electric Utilities
DPWIRES,,,,
DQE,,,,
DRCSYSTEMS,,,,
DRDATSONS,,,,
DREDGECORP,,,,
DRREDDY,,,,
DSKULKARNI,,,,
DSPN50ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
DSPNEWETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
DSPQ50ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
DSSL,,,,
DTIL,,,,
DUCON,,,,
DUNCANSIND,,,,
DUNCANSLTD,,,,
DVL,,,,
DWARKESH,,,,
DYNACONS,,,,
DYNAMATECH,,,,
DYNASYS,,,,
DYNPRO,,,,
DYNPRO-RE,RE,,,
E2E,,,,
EASEMYTRIP,,,,
EASTSILK,,,,
EASUNREYRL,,,,
EBANK,EDELWEISS ETF - NIFTY BANK,,,
EBBETF0423,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2023,,,
EBBETF0425,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2025,,,
EBBETF0430,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2030,,,
EBBETF0431,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2031,,,
ECEIND,,,,
ECLERX,,,,
EDELWEISS,EDELWEISS FINANCIAL SERVICES LIMITED,,,
EDL,,,,
EDSERV,,,,
EDUCOMP,,,,
EICHERMOT,,,,
EIDPARRY,,,,
EIFFL,,,,
EIH-RE,RE,,,
EIHAHOTELS,,,,
EIHOTEL,,,,
EIMCOELECO,,,,
EKC,,,,
ELAND,,,,
ELDEHSG,,,,
ELDERPHARM,,,,
ELECON,,,,
ELECTCAST,,,,
ELECTHERM,,,,
ELECTROSL,,,,
ELFORGE,,,,
ELGIEQUIP,,,,
ELGIRUBBER,,,,
ELGIRUBCO,,,,
ELNET,,,,
EMAMILTD,,,,
EMAMIPAP,,,,
EMAMIREAL,,,,
EMCO,,,,
EMKAY,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
EMMBI,,,,
EMPEESUG,,,,
EMUDHRA,,,,
ENDURANCE,,,,
ENERGYDEV,Utilities,Power,Power,Electric Utilities
ENGINERSIN,,,,
ENIL,,,,
ENTEGRA,,,,
EON,,,,
EONELECT,,,,
EPL,,,,
EQ30,EDELWEISS ETF - NIFTY 100 QUALITY 30,,,
EQUIPPP,,,,
EQUITAS,,,,
EQUITASBNK,Financial Services,Financial Services,Banks,Other Bank
ERAINFRA,,,,
ERIS,,,,
EROSMEDIA,,,,
ESABINDIA,,,,
ESCORTS,,,,
ESL,,,,
ESSAROIL,,,,
ESSARPORTS,,,,
ESSARSHIP,,,,
ESSARSHPNG,,,,
ESSDEE,,,,
ESSEN-RE,RE,,,
ESSENTIA,,,,
ESTER,,,,
ETHOSLTD,,,,
EUROCERA,,,,
EUROMULTI,,,,
EUROTEXIND,,,,
EVEREADY,,,,
EVERESTIND,,,,
EVERONN,,,,
EVINIX,,,,
EXCEL,,,,
EXCELCROP,,,,
EXCELINDUS,,,,
EXIDEIND,,,,
EXPLEOSOL,,,,
EXXARO,,,,
FACT,,,,
FAIRCHEMOR,,,,
FAME,,,,
FARMAXIND,,,,
FCL,,,,
FCONSUMER,,,,
FCSSOFT,,,,
FDC,,,,
FEDDERELEC,,,,
FEDERALBNK,Financial Services,Financial Services,Banks,Private Sector Bank
FEL,,,,
FELDVR,,,,
FIBERWEB,,,,
FIEMIND,,,,
FILATEX,,,,
FINCABLES,,,,
FINEORG,,,,
FINOPB,Financial ServicesFinancial ServicesBanksOther Bank,,,
FINPIPE,,,,
FIRSTLEASE,financial services entity focussed towards Asset Financing for Corporates,,,
FIRSTWIN,,,,
FKONCO,,,,
FLEXITUFF,,,,
FLFL,,,,
FLUOROCHEM,,,,
FMGOETZE,,,,
FMNL,,,,
FOCUS,,,,
FOODSIN,,,,
FORCEMOT,,,,
FORTIS,,,,
FOSECOIND,,,,
FRETAIL,,,,
FSC,,,,
FSL,,,,
FTCPOF5YDV,FRANKLIN TEMPLETON CAPITAL PROTECTION ORIENTED FUND,,,
FTCPOF5YGR,FRANKLIN TEMPLETON CAPITAL PROTECTION ORIENTED FUND,,,
FTCSF5YDIV,FRANKLIN TEMPLETON MUTUAL FUND-CAPITAL SAFETY FUND-5Y DIVIDEND OPTION,,,
FTCSF5YGRO,FRANKLIN TEMPLETON MUTUAL FUND-CAPITAL SAFETY FUND-5Y (GROWTH OPTION),,,
FUTUREVENT,,,,
GABRIEL,,,,
GAEL,,,,
GAIL,,,,
GAL,,,,
GALAXYSURF,,,,
GALLANTT,,,,
GALLISPAT,,,,
GAMMONIND,,,,
GANDHITUBE,,,,
GANECOS,,,,
GANESHBE,,,,
GANESHHOUC,,,,
GANGAFORGE,,,,
GANGESSECU,,,,
GANGOTRI,,,,
GARDENSILK,,,,
GARFIBRES,,,,
GATEWAY,,,,
GATI,,,,
GAYAHWS,,,,
GAYAPROJ,,,,
GBGLOBAL,,,,
GDL,,,,
GDL-RE,RE,,,
GEECEE,,,,
GEEKAYWIRE,,,,
GEINDSYS,,,,
GEMINI,,,,
GENCON,,,,
GENESYS,,,,
GENUSPAPER,,,,
GENUSPOWER,,,,
GEODESIC,,,,
GEOJITFSL,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
GEOMETRIC,,,,
GEPIL,,,,
GESHIP,,,,
GET&D,,,,
GFLLIMITED,Financial Services,Financial Services,Finance,Holding Company
GFSTEELS,,,,
GHCL,,,,
GICHSGFIN,Financial Services,Financial Services,Finance,Housing Finance Company
GICRE,Financial Services,Financial Services,Insurance,General Insurance
GILLANDERS,,,,
GILLETTE,,,,
GILT5YBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
GINNIFILA,,,,
GIPCL,Utilities,Power,Power,Electric Utilities
GISOLUTION,,,,
GITANJALI,,,,
GKB,,,,
GKWLIMITED,,,,
GLAND,,,,
GLAXO,,,,
GLENMARK,,,,
GLFL,Financial Services,Financial Services,Finance,Other Financial Services
GLOBAL,,,,
GLOBALVECT,,,,
GLOBE,,,,
GLOBOFFS,,,,
GLOBUSSPR,,,,
GLODYNE,,,,
GLORY,,,,
GLS,,,,
GMBREW,,,,
GMDCLTD,,,,
GMMPFAUDLR,,,,
GMRINFRA,,,,
GMRP&UI, Power Generation/Distribution,,,
GNA,,,,
GNFC,,,,
GOACARBON,,,,
GOCLCORP,,,,
GOCOLORS,,,,
GODFRYPHLP,,,,
GODHA,,,,
GODREJAGRO,,,,
GODREJCP,,,,
GODREJIND,,,,
GODREJPROP,,,,
GOENKA,,,,
GOKEX,,,,
GOKUL,,,,
GOKULAGRO,,,,
GOLDBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
GOLDENTOBC,,,,
GOLDIAM,,,,
GOLDSHARE,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
GOLDTECH,,,,
GOODLUCK,,,,
GOODYEAR,,,,
GPIL,,,,
GPPL,,,,
GPTINFRA,,,,
GRABALALK,,,,
GRANULES,,,,
GRAPHITE,,,,
GRASIM,,,,
GRAUWEIL,,,,
GRAVITA,,,,
GREAVESCOT,,,,
GREENLAM,,,,
GREENPANEL,,,,
GREENPLY,,,,
GREENPOWER,Utilities,Power,Power,Electric Utilities
GRINDWELL,,,,
GRINFRA,,,,
GROBTEA,,,,
GRPLTD,,,,
GRSE,,,,
GRUH, Finance - Housing,,,
GRWRHITECH,,,,
GSCLCEMENT,,,,
GSFC,,,,
GSKCONS,,,,
GSLNOVA,,,,
GSPL,,,,
GSS,,,,
GTL,,,,
GTLINFRA,,,,
GTNIND,,,,
GTNTEX,,,,
GTOFFSHORE,,,,
GTPL,,,,
GUFICBIO,,,,
GUJALKALI,,,,
GUJAPOLLO,,,,
GUJGASLTD,,,,
GUJNRECOKE,,,,
GUJNREDVR,,,,
GUJRAFFIA,,,,
GUJRATGAS,,,,
GUJSIDHCEM,,,,
GULFOILCOR,,,,
GULFOILLUB,,,,
GULFPETRO,,,,
GULPOLY,,,,
GVKPIL,Power - Generation & Distribution,,,
HAL,,,,
HANUNG,,,,
HAPPSTMNDS,,,,
HARDWYN,,,,
HARIOMPIPE,,,,
HARITASEAT,,,,
HARRMALAYA,,,,
HATHWAY,,,,
HATSUN,,,,
HAVELLS,,,,
HAVISHA,,,,
HBANKETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
HBLPOWER,,,,
HBSL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
HBSTOCK,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
HCC,,,,
HCG,,,,
HCL-INSYS,,,,
HCLTECH,,,,
HDFC,Financial Services,Financial Services,Finance,Housing Finance Company
HDFCAMC,Financial Services,Financial Services,Capital Markets,Asset Management Company
HDFCBANK,Financial Services,Financial Services,Banks,Private Sector Bank
HDFCLIFE,Financial Services,Financial Services,Insurance,Life Insurance
HDFCMFGETF,HDFC MUTUAL FUND-HDFC GOLD EXCHANGE TRADED FUND,,,
HDFCNIFETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
HDFCSENETF,HDFC MUTUAL FUND - HDFC SENSEX ETF,,,
HDIL,,,,
HEALTHY,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
HECPROJECT,,,,
HEG,,,,
HEIDELBERG,,,,
HELIOSMATH,,,,
HEMIPROP,,,,
HERANBA,,,,
HERCULES,,,,
HERITGFOOD,,,,
HEROMOTOCO,,,,
HESTERBIO,,,,
HEXATRADEX,,,,
HEXAWARE,,,,
HFCL,,,,
HGINFRA,,,,
HGS,,,,
HIGHGROUND,,,,
HIKAL,,,,
HIL,,,,
HILTON,,,,
HIMACHLFUT,,,,
HIMATSEIDE,,,,
HINDALCO,,,,
HINDCOMPOS,,,,
HINDCON,,,,
HINDCOPPER,,,,
HINDDORROL,,,,
HINDMOTOR,,,,
HINDMOTORS,,,,
HINDNATGLS,,,,
HINDOILEXP,,,,
HINDPETRO,,,,
HINDSYNTEX,,,,
HINDUJAFO,,,,
HINDUNILVR,,,,
HINDWAREAP,,,,
HINDZINC,,,,
HIRAFERRO,,,,
HIRECT,,,,
HISARMETAL,,,,
HITECH,,,,
HITECHCORP,,,,
HITECHGEAR,,,,
HLEGLAS,,,,
HLVLTD,,,,
HMT,,,,
HMVL,,,,
HNDFDS,,,,
HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEES,,,
HOCL,,,,
HOMEFIRST,Financial Services,Financial Services,Finance,Housing Finance Company
HONAUT,,,,
HONDAPOWER,,,,
HOTELRUGBY,,,,
HOVS,,,,
HPAL,,,,
HPL,,,,
HSCL,,,,
HTMEDIA,,,,
HUBTOWN,,,,
HUDCO,Financial Services,Financial Services,Finance,Financial Institution
HUHTAMAKI,,,,
HYDROS&S,,,,
IBMFNIFTY,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
IBREALEST,,,,
IBULHSGFIN,Financial Services,Financial Services,Finance,Housing Finance Company
ICDSLTD,non-banking financial services ,,,
ICEMAKE,,,,
ICICI500,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL S&P BSE 500 ETF - NA,,,
ICICI5GSEC,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
